ID PAQUETE;SALIDA vuelo;DESTINO;MP;COMPANIA AEREA;NOCHES EN DESTINO;VALOR AEREO (desde);SALIDA;REGRESO;EQUIPAJE;nombre del hotel;regimen;seguro y traslados;base doble;base triple;base single;base family;INFANTE;URL IMAGEN;INFORMACION (texto libre)
;;;;;;;;;;;;;;;;;;;
